index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,integer_alignment_correlation,fractional_delay_samples,fitted_cfo_hz,global_gain,phr_gain,payload_gain,frame_suppression_db,clipped_component_count,fcs_pass,message
60,1,130656679,130656679,133042,0.995227214357829,0.977447714674883,-0.24,-108.99790528208,-1656.95918651367+2608.0171570237i,0.340720247502499+0.0206349059429917i,0.843199065774239+0.0437050431207908i,5.29035930804441,0,1,
61,1,132859645,132859645,133042,0.994805425871194,0.953254925155584,0.36,-283.163882299393,-371.749312792577-3081.93425429471i,0.338946378242457+0.0361341184929195i,0.834853305649453+0.122347937216544i,5.46644577177788,0,1,
62,1,135071651,135071651,133042,0.994033773535776,0.977158960419571,0.24,-210.1742600284,-2437.77645684812-1893.40196828618i,0.339193734832867+0.0195740493399228i,0.834936296406398+0.111383998314007i,5.41412402372336,0,1,
63,1,137284477,137284477,133042,0.9953491854823,0.99131390814055,0.11,-109.76065204244,2358.38398158087-1982.0916838139i,0.341641641587202+0.0158301318519492i,0.84076174706421+0.0966911626528784i,5.43034049190725,0,1,
64,1,139495632,139495632,133042,0.99586848665553,0.994756099018929,0.0599999999999999,-181.058034977587,124.323580858327-3079.13063832394i,0.341131479365595+0.0189826196942147i,0.839573942420848+0.0937761246415014i,5.4224285401123,0,1,
65,1,141706840,141706840,133042,0.994603934930409,0.915978117841925,-0.49,-218.590905809584,2591.97029507397-1716.27440912796i,0.339725378335996+0.0251440696044102i,0.833967389876633+0.122041496178536i,5.44481526052635,0,1,
66,1,143929887,143929887,133042,0.995240758815788,0.985434098282507,-0.18,-185.277205393377,3089.56418271268-38.1310120896044i,0.340011075179333+0.0190486967891164i,0.837819028028191+0.100353570165802i,5.35885958493919,0,1,
67,1,146131501,146131501,133042,0.994616631797518,0.983668420108194,-0.19,-189.515961206889,-3050.1294254821+466.456226548501i,0.338826595471519+0.0289240036023393i,0.832304467038906+0.133844522691291i,5.43600744202637,0,1,
68,1,148342513,148342513,133042,0.994999696108482,0.967261523523631,0.3,-215.654300250051,-1710.70811231326+2584.86897385016i,0.340231709588894+0.020824011246213i,0.838196918412287+0.102625306149932i,5.56796175247617,0,1,
69,1,150554761,150554761,133042,0.995538239772841,0.983984562655861,0.19,-120.462031792944,1283.60777368036-2810.17367095056i,0.340411897537802+0.021179192826473i,0.837797585974379+0.104728968176657i,5.4155028509382,0,1,
