index,window_offset,abs_start_sample,abs_end_sample,time_start_ms,time_end_ms,detected_repetitions,sample_clock_error_ppm,cfo_hz,sfd_name,sfd_correlation,phr_secded_pass,psdu_length_bytes,fcs_received,fcs_calculated,fcs_pass,payload_hex
294,168467776,168470028,168701689,228.502100,228.816310,262,0.000000,-1698.354360,"Decawave DW-8",0.950006,1,12,0x74F4,0x74F4,1,"6188C7F2F00200010000F474"
295,169023584,169025836,169257497,229.255962,229.570173,262,0.000000,-1670.309003,"Decawave DW-8",0.950902,1,12,0x44F9,0x44F9,1,"6188C9F2F00200010000F944"
296,169237472,169239724,169471385,229.546067,229.860277,262,0.000000,-1670.308924,"Decawave DW-8",0.950903,1,12,0x44F9,0x44F9,1,"6188C9F2F00200010000F944"
297,169576928,169579180,169810841,230.006483,230.320694,262,0.000000,-1668.253290,"Decawave DW-8",0.950816,1,12,0xCE29,0xCE29,1,"6188CAF2F0020001000029CE"
298,170142432,170144684,170376345,230.773497,231.087708,262,0.000000,-1667.351653,"Decawave DW-8",0.950684,1,12,0x5227,0x5227,1,"6188CDF2F002000100002752"
299,170530368,170532620,170764281,231.299669,231.613879,262,0.000000,-1667.351673,"Decawave DW-8",0.950684,1,12,0x5227,0x5227,1,"6188CDF2F002000100002752"
300,170915936,170915477,171217471,231.818952,232.228558,107,0.000000,-3632.025190,"Decawave DW-8",0.032470,1,93,0x5971,0xDCF5,0,"3B933154E1B4DEA321CD11490201532AB578AB46960820291ACEB966B030418236600142D2CEA7EE54418A9D98C82A1194011645509DC84D066517670913404641774D2A696B4AB9F4CA1518F82923D0AF069A46C2AEB82195E2107159"
301,172423456,172425708,172657369,233.867334,234.181544,262,0.000000,-1661.206336,"Decawave DW-8",0.950649,1,12,0x3952,0x3952,1,"6188D3F2F002000100005239"
302,172620448,172622700,172854361,234.134521,234.448732,262,0.000000,-1661.206361,"Decawave DW-8",0.950649,1,12,0x3952,0x3952,1,"6188D3F2F002000100005239"
303,173154976,173154788,173442411,234.856212,235.246326,149,0.000000,-3332.364894,"Decawave DW-8",0.036119,1,80,0x653A,0x88B0,0,"45038537D8B08C251949D37B78BC401CABF73080074C74C4D8981E51D5015DB61324710050EB6C045C604DCEA2063FD97AD95DDCA760040C288260A7E96319BCCAD8699E601D480B814027AE2E723A65"
304,174007424,174009676,174241337,236.015728,236.329938,262,0.000000,-1666.686375,"Decawave DW-8",0.950823,1,12,0x9E3E,0x9E3E,1,"6188D8F2F002000100003E9E"
305,174554816,174557068,174788729,236.758176,237.072386,262,0.000000,-1666.686423,"Decawave DW-8",0.950823,1,12,0x9E3E,0x9E3E,1,"6188D8F2F002000100003E9E"
306,175380032,175379844,175688635,237.874137,238.292962,210,0.000000,-923.414544,"Decawave DW-8",0.032500,1,102,0xD3CF,0x140A,0,"A04D56CD3C2BF186B23B313E9903A03A58C6280B0B99D648D5AD736FE96804D995458F2F8695366BF6E1F100C2A811DC7330B4D5E0A699D3814B7415649225D1B7190469F6F734A6D55D64EC610A0AB056AA2E60233331706893FB2B9E0BBB34C0CC3648CFD3"
307,175810272,175812524,176044185,238.460997,238.775208,262,0.000000,-1673.720280,"Decawave DW-8",0.951229,1,12,0x095F,0x095F,1,"6188DDF2F002000100005F09"
308,178108768,178111020,178342681,241.578532,241.892742,262,0.000000,-1668.977458,"Decawave DW-8",0.950368,1,12,0xDFB5,0xDFB5,1,"6188E1F2F00200010000B5DF"
309,178423552,178425804,178657465,242.005485,242.319695,262,0.000000,-1664.831748,"Decawave DW-8",0.951360,1,12,0x5565,0x5565,1,"6188E2F2F002000100006555"
310,178665472,178667724,178899385,242.333610,242.647820,262,0.000000,-1664.831688,"Decawave DW-8",0.951361,1,12,0x5565,0x5565,1,"6188E2F2F002000100006555"
311,179225728,179225322,179454721,243.089901,243.401043,129,0.000000,-2364.796663,"Decawave DW-8",0.016819,1,9,0xF003,0xC1E3,0,"A3D221497574E803F0"
312,179998112,180000364,180232025,244.141119,244.455329,262,0.000000,-1677.765344,"Decawave DW-8",0.950673,1,12,0xC204,0xC204,1,"6188E7F2F0020001000004C2"
313,180358848,180358482,180599223,244.626847,244.953373,132,0.000000,-3323.319165,"Decawave DW-8",0.028341,1,24,0xE385,0x4E33,0,"87B6F94BCBA46EDFBC390DB54802EB984C925716F18585E3"
314,180551072,180553324,180784985,244.891119,245.205329,262,0.000000,-1677.765346,"Decawave DW-8",0.950672,1,12,0xC204,0xC204,1,"6188E7F2F0020001000004C2"
315,180747488,180747457,180997645,245.154428,245.493768,118,0.000000,-3862.867723,"Decawave DW-8",0.037036,0,85,0x0000,0x0000,0,""
316,180988064,180990316,181221977,245.483827,245.798037,262,0.000000,-1674.246620,"Decawave DW-8",0.951010,1,12,0x73B6,0x73B6,1,"6188E8F2F00200010000B673"
317,181327520,181329772,181561433,245.944244,246.258454,262,0.000000,-1713.707113,"Decawave DW-8",0.949924,1,12,0xF209,0xF209,1,"6188E9F2F0020001000009F2"
318,181862048,181861860,182185014,246.665934,247.104240,146,0.000000,74.984197,"Decawave DW-8",0.031339,1,121,0x37B0,0x5C75,0,"6DCD2D72E85D85F67A4115C0F75F3CE07EAA41C988C0D3A5445025C4E94C10430CAB54D1809D9898998C341E61785309CF150BC038505F6C1376303602A4C3206BCEB691980B3EB12F68776692C61261D486459BF9F6C41B8C71FFD0285191C9E92B1308462C34E40A1691581A0C042430112D20E1D277B037"
319,182243520,182245771,182477432,247.186647,247.500857,262,-0.000000,-1668.317974,"Decawave DW-8",0.950350,1,12,0x6568,0x6568,1,"6188ECF2F002000100006865"
320,184532992,184532912,184783100,250.288780,250.628120,117,0.000000,-3922.523524,"Decawave DW-8",0.040873,0,66,0x0000,0x0000,0,""
321,184902784,184902379,185152567,250.789902,251.129241,129,0.000000,-2373.278902,"Decawave DW-8",0.034102,0,16,0x0000,0x0000,0,""
322,185965952,185968204,186199865,252.235520,252.549730,262,0.000000,-1665.721891,"Decawave DW-8",0.951015,1,12,0x18C3,0x18C3,1,"6188F6F2F00200010000C318"
323,186644864,186647116,186878777,253.156353,253.470563,262,0.000000,-1682.845489,"Decawave DW-8",0.950918,1,12,0x997C,0x997C,1,"6188F7F2F002000100007C99"
324,187130624,187130436,187453605,253.811898,254.250224,186,0.000000,-2222.202773,"Decawave DW-8",0.026216,1,121,0x67BE,0xA415,0,"DA0753F22D639A72DC3C2E75F112112D0D4223D71B03AB794299B1BB15BCA0439CFEAAF1C1241AD86B79AEBD465D9617463531BA47CD62B330723FC0EC8DB0B47D8380B2F057AF3E93CAB76DA4724B5C64B04266E2DB18A775039FC05CF1C4B691DB8825C3D3CD6687C1481B11EA6C56A2EBF9F8D189EEBE67"
325,188676768,188676580,188971757,255.908990,256.309349,143,-0.000000,-2674.282789,"Decawave DW-8",0.033101,1,84,0x3ACA,0x1954,0,"BF47F24211821176143E43A23B048E20548F4676A9113A8532C4924BD025AAE01902D202475154C38422CB08302849EA15B6120DD2F062DDA75942CAB1B7A377ACE0D4A8D75F003ECEDC78C24475D985B4E5CA3A"
326,189825184,189827436,190059097,257.469938,257.784148,262,0.000000,-1683.898286,"Decawave DW-8",0.950988,1,12,0x46E9,0x46E9,1,"618800F2F00200010000E946"
327,190579840,190579437,190829625,258.489905,258.829244,129,0.000000,-2975.426187,"Decawave DW-8",0.034409,0,35,0x0000,0x0000,0,""
328,190797536,190799788,191031449,258.788775,259.102985,262,0.000000,-1681.782190,"Decawave DW-8",0.950324,1,12,0xD188,0xD188,1,"618805F2F0020001000088D1"
329,191185760,191188012,191419673,259.315337,259.629548,262,0.000000,-1681.782125,"Decawave DW-8",0.950325,1,12,0xD188,0xD188,1,"618805F2F0020001000088D1"
330,191525216,191527468,191759129,259.775754,260.089964,262,0.000000,-1681.782151,"Decawave DW-8",0.950324,1,12,0xD188,0xD188,1,"618805F2F0020001000088D1"
331,191717536,191717099,192047061,260.032958,260.480497,126,0.000000,189.775547,"Decawave DW-8",0.058259,1,124,0x97F1,0x2A20,0,"D90B0FA60C267C9B9ADA39B959E291FB984794467A8FF7CF22B14979FDE6800700712D55311AD4130EF6F873124AC5B0065D48EC42BE02964D89B443AE8FF11D4158E4422462D847629FD138D1EF03230AB1629C13C7CB00448059455D5905E5B126FCA6C165AFEFBF66BACD3EA928B03C74A3ABF373FB351B71F197"
332,192093728,192093319,192399844,260.543239,260.958990,129,0.000000,-2404.147467,"Decawave DW-8",0.024870,1,99,0xAAEE,0x3891,0,"4FCF8A2A30090CA430AB481A9897081446289065802A5E976C9B8BF03FD4D64E01451954A7125DB78D11CCB5058867B7499D146BADDA0202A6DD588465D082C5DBD0879948C694C619860BE469EDA23D886210A77FC30B009E5CD910FA58B8E965EEAA"
333,192689888,192692140,192923801,261.355442,261.669652,262,0.000000,-1681.858426,"Decawave DW-8",0.950544,1,12,0xDAE7,0xDAE7,1,"618807F2F00200010000E7DA"
334,193078112,193080364,193312025,261.882004,262.196214,262,0.000000,-1674.690872,"Decawave DW-8",0.951525,1,12,0x6B55,0x6B55,1,"618808F2F00200010000556B"
335,193896576,193896388,194146576,262.988808,263.328147,248,0.000000,-1860.615980,"Decawave DW-8",0.018457,0,100,0x0000,0x0000,0,""
336,194187264,194189516,194421177,263.386388,263.700598,262,0.000000,-1669.350645,"Decawave DW-8",0.949947,1,12,0xE185,0xE185,1,"61880BF2F0020001000085E1"
337,194575488,194577740,194809401,263.912950,264.227161,262,0.000000,-1700.299111,"Decawave DW-8",0.950647,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
338,195121504,195123756,195355417,264.653532,264.967742,262,0.000000,-1684.868550,"Decawave DW-8",0.950635,1,12,0xF75B,0xF75B,1,"61880FF2F002000100005BF7"
339,196256896,196256494,196498750,266.189906,266.518487,129,-0.000000,-3446.613346,"Decawave DW-8",0.048059,1,26,0x0C45,0xC5DB,0,"4289D78C82D78D135ACE853478D837FA9DBA3D50673C1102450C"
340,196645568,196647820,196879481,266.720676,267.034886,262,0.000000,-1695.719350,"Decawave DW-8",0.950761,1,12,0x0B4F,0x0B4F,1,"618814F2F002000100004F0B"
341,196891328,196893580,197125241,267.054009,267.368220,262,0.000000,-1695.719341,"Decawave DW-8",0.950761,1,12,0x0B4F,0x0B4F,1,"618814F2F002000100004F0B"
342,197716544,197716356,197951789,268.169971,268.489297,201,-0.000000,-2332.325604,"Decawave DW-8",0.026547,1,17,0x4EA4,0xE173,0,"7E3810409770D71308592F87085807A44E"
343,198007232,198009484,198241145,268.567551,268.881761,262,0.000000,-1682.028381,"Decawave DW-8",0.951031,1,12,0x8AF0,0x8AF0,1,"618815F2F00200010000F08A"
344,198549728,198549075,198799263,269.299418,269.638757,100,0.000000,-5973.287703,"Decawave DW-8",0.025742,0,19,0x0000,0x0000,0,""
345,199303296,199305548,199537209,270.325450,270.639661,262,0.000000,-1678.916997,"Decawave DW-8",0.950937,1,12,0x3B42,0x3B42,1,"61881AF2F00200010000423B"
346,200032384,200034636,200266297,271.314339,271.628550,262,0.000000,-1663.043734,"Decawave DW-8",0.950528,1,12,0xA74C,0xA74C,1,"61881DF2F002000100004CA7"
347,202596896,202599148,202830809,274.792681,275.106892,262,0.000000,-1710.833515,"Decawave DW-8",0.950354,1,12,0x7AC9,0x7AC9,1,"618823F2F00200010000C97A"
348,203275808,203278060,203509721,275.713515,276.027725,262,0.000000,-1710.833468,"Decawave DW-8",0.950355,1,12,0x7AC9,0x7AC9,1,"618823F2F00200010000C97A"
349,204220224,204222476,204454137,276.994461,277.308671,262,0.000000,-1671.944129,"Decawave DW-8",0.950745,1,12,0xDDA5,0xDDA5,1,"618828F2F00200010000A5DD"
350,204583232,204582845,204833033,277.483242,277.822582,129,0.000000,-2935.598795,"Decawave DW-8",0.032341,0,11,0x0000,0x0000,0,""
351,204969600,204971852,205203513,278.010867,278.325077,262,0.000000,-1671.944181,"Decawave DW-8",0.950745,1,12,0xDDA5,0xDDA5,1,"618828F2F00200010000A5DD"
352,205258944,205258756,205491171,278.400005,278.715238,237,-0.000000,-1862.460833,"Decawave DW-8",0.046697,1,13,0x7164,0xD2C9,0,"C3A07E248228204AB758AE6471"
353,205647168,205646980,205897168,278.926568,279.265907,224,-0.000000,-2051.122973,"Decawave DW-8",0.031285,0,98,0x0000,0x0000,0,""
354,206084160,206083972,206334160,279.519276,279.858615,146,0.000000,-2989.061437,"Decawave DW-8",0.027522,0,49,0x0000,0x0000,0,""
355,206465632,206467884,206699545,280.039990,280.354201,262,0.000000,-1684.810018,"Decawave DW-8",0.950949,1,12,0x4AC4,0x4AC4,1,"61882DF2F00200010000C44A"
356,208003424,208005676,208237337,282.125754,282.439964,262,0.000000,-1664.396750,"Decawave DW-8",0.951054,1,12,0x2ADE,0x2ADE,1,"618831F2F00200010000DE2A"
357,208641920,208644172,208875833,282.991770,283.305980,262,0.000000,-1679.584612,"Decawave DW-8",0.951225,1,12,0xA00E,0xA00E,1,"618832F2F002000100000EA0"
358,209124896,209124491,209374679,283.643244,283.982583,129,0.000000,-387.831243,"Decawave DW-8",0.027134,0,114,0x0000,0x0000,0,""
359,210866976,210869228,211100889,286.009695,286.323905,262,0.000000,-1686.271194,"Decawave DW-8",0.950746,1,12,0x376F,0x376F,1,"618837F2F002000100006F37"
360,211255200,211257452,211489113,286.536258,286.850468,262,0.000000,-1671.196741,"Decawave DW-8",0.951361,1,12,0x86DD,0x86DD,1,"618838F2F00200010000DD86"
361,212413120,212415372,212647033,288.106787,288.420997,262,0.000000,-1696.515030,"Decawave DW-8",0.949553,1,12,0x9003,0x9003,1,"61883CF2F002000100000390"
362,212898880,212898692,213148880,288.762332,289.101671,143,-0.000000,-3482.885720,"Decawave DW-8",0.032475,0,47,0x0000,0x0000,0,""
363,214047296,214049548,214281209,290.323280,290.637491,262,0.000000,-1688.219588,"Decawave DW-8",0.950199,1,12,0x2318,0x2318,1,"618840F2F002000100001823"
364,214801952,214801549,215051737,291.343247,291.682586,129,0.000000,-2916.518718,"Decawave DW-8",0.035663,0,3,0x0000,0x0000,0,""
365,215407872,215410124,215641785,292.168679,292.482890,262,0.000000,-1661.218444,"Decawave DW-8",0.951106,1,12,0x3EA9,0x3EA9,1,"618846F2F00200010000A93E"
366,215939648,215939211,216189399,292.886300,293.225639,126,0.000000,-2455.961797,"Decawave DW-8",0.033510,0,47,0x0000,0x0000,0,""
367,216315840,216318092,216549753,293.400190,293.714400,262,0.000000,-1661.218411,"Decawave DW-8",0.951107,1,12,0x3EA9,0x3EA9,1,"618846F2F00200010000A93E"
368,216523776,216526028,216757689,293.682221,293.996431,262,0.000000,-1661.218322,"Decawave DW-8",0.951108,1,12,0x3EA9,0x3EA9,1,"618846F2F00200010000A93E"
369,216912000,216914252,217145913,294.208784,294.522994,262,0.000000,-1683.186211,"Decawave DW-8",0.951017,1,12,0xBF16,0xBF16,1,"618847F2F0020001000016BF"
370,217348992,217351055,217582717,294.801236,295.115447,262,0.000000,-1695.871160,"Decawave DW-8",0.950694,1,12,0x0EA4,0x0EA4,1,"618848F2F00200010000A40E"
371,217639680,217641932,217873593,295.195763,295.509973,262,0.000000,-1702.057368,"Decawave DW-8",0.951062,1,12,0x8F1B,0x8F1B,1,"618849F2F002000100001B8F"
372,218118688,218120940,218352601,295.845459,296.159669,262,0.000000,-1670.909325,"Decawave DW-8",0.951351,1,12,0x8474,0x8474,1,"61884BF2F002000100007484"
373,219343616,219345868,219577529,297.506874,297.821084,262,0.000000,-1652.630825,"Decawave DW-8",0.951278,1,12,0x7860,0x7860,1,"618850F2F002000100006078"
374,220479008,220478606,220790412,299.043248,299.466162,129,-0.000000,-3417.621674,"Decawave DW-8",0.027846,1,106,0xE6BA,0x4C9C,0,"48533377124A047468081899014C21AB98F2B501791ADF0655C4408C5E0F43A44097FCE043370120C88D28F60129C999B9441125F74D6358050A2D3B404189AC9A6C2808216627560E4C56B5F1CA4982398E129A1D6F4B4D9CC644079E6D355958236F6E06893493BAE6"
375,221889888,221892140,222123801,300.960476,301.274687,262,0.000000,-1663.335287,"Decawave DW-8",0.950398,1,12,0x65D1,0x65D1,1,"618856F2F00200010000D165"
376,222180576,222182827,222414488,301.354746,301.668956,262,-0.000000,-1684.746918,"Decawave DW-8",0.950086,1,12,0xEF01,0xEF01,1,"618855F2F0020001000001EF"
377,222666336,222666148,222966633,302.010292,302.417851,240,0.000000,-2092.531460,"Decawave DW-8",0.045651,1,91,0xB754,0xBB31,0,"9584178EA467894BBB9DEB483874345D4619740BA63820609245E2AF28C8B4384EE4C9CA01F8C44BEB6F559E69C6F0D1579365CCBA0608A4594FC7C8310BBF641C6A48A12C6F02035AF1D0A2FF4422A1770AD02840370E324554B7"
378,223503712,223505964,223737625,303.149365,303.463576,262,0.000000,-1689.302953,"Decawave DW-8",0.950756,1,12,0xD463,0xD463,1,"618859F2F0020001000063D4"
379,224212480,224212292,224462480,304.107384,304.446723,197,-0.000000,-1189.473630,"Decawave DW-8",0.035457,0,114,0x0000,0x0000,0,""
380,224454400,224456652,224688313,304.438818,304.753029,262,0.000000,-1684.127224,"Decawave DW-8",0.949947,1,12,0xDF0C,0xDF0C,1,"61885BF2F002000100000CDF"
381,224842624,224844876,225076537,304.965381,305.279591,262,0.000000,-1703.246083,"Decawave DW-8",0.951370,1,12,0x4302,0x4302,1,"61885CF2F002000100000243"
382,226146848,226146660,226396849,306.731038,307.070379,141,0.000000,-1096.956284,"Decawave DW-8",0.025794,0,64,0x0000,0x0000,0,""
383,227455296,227457547,227689208,308.509043,308.823253,262,-0.000000,-1664.727476,"Decawave DW-8",0.950677,1,12,0x8336,0x8336,1,"618864F2F002000100003683"
384,227669952,227672203,227903864,308.800189,309.114399,262,-0.000000,-1664.727491,"Decawave DW-8",0.950677,1,12,0x8336,0x8336,1,"618864F2F002000100003683"
385,227886144,227888396,228120057,309.093419,309.407629,262,0.000000,-1664.727468,"Decawave DW-8",0.950677,1,12,0x8336,0x8336,1,"618864F2F002000100003683"
386,228442336,228444588,228676249,309.847803,310.162013,262,0.000000,-1681.207160,"Decawave DW-8",0.950508,1,12,0xB854,0xB854,1,"618868F2F0020001000054B8"
387,228805344,228804957,229040394,310.336584,310.655916,129,0.000000,-3413.039104,"Decawave DW-8",0.044115,1,17,0x6606,0xC145,0,"68482E5956175AA38B326529406CB40666"
388,229771744,229773995,230005656,311.650926,311.965137,262,-0.000000,-1655.950416,"Decawave DW-8",0.950960,1,12,0xB33B,0xB33B,1,"61886AF2F002000100003BB3"
389,230306272,230306084,230556272,312.372618,312.711957,146,0.000000,-2987.209883,"Decawave DW-8",0.034855,0,75,0x0000,0x0000,0,""
390,233347008,233346603,233596791,316.496586,316.835925,129,0.000000,98.193874,"Decawave DW-8",0.022657,0,50,0x0000,0x0000,0,""
391,234869568,234869488,235119676,318.562131,318.901470,117,0.000000,639.554738,"Decawave DW-8",0.029620,0,114,0x0000,0x0000,0,""
392,235526080,235525892,235839217,319.452436,319.877410,251,0.000000,-1965.662835,"Decawave DW-8",0.036311,1,108,0x97F0,0x49D9,0,"44FD52CDCC4CED5E03F06E0EC13A2ADC46874CCAD1924EB94A0C7F99FB1BFC060529E8E08C4619750859DC1DF622636F4980EE1C37A89F36F6379644551A510FDBD52803C2EE5080926D8447F075233C65555684269DE6AB1AA48C04184D02A004B99C475E496C946AF3F097"
393,235865536,235867788,236099449,319.916162,320.230372,262,0.000000,-1688.430437,"Decawave DW-8",0.950796,1,12,0x6293,0x6293,1,"618879F2F002000100009362"
394,236204992,236207244,236438905,320.376579,320.690789,262,0.000000,-1696.519069,"Decawave DW-8",0.950589,1,12,0xE843,0xE843,1,"61887AF2F0020001000043E8"
395,237120992,237123244,237354905,321.618983,321.933194,262,0.000000,-1683.448427,"Decawave DW-8",0.950664,1,12,0x744D,0x744D,1,"61887DF2F002000100004D74"
396,237411680,237411492,237661680,322.009945,322.349284,260,-0.000000,-1791.865416,"Decawave DW-8",0.334532,0,20,0x0000,0x0000,0,""
397,238269408,238271660,238503321,323.176622,323.490833,262,0.000000,-1677.803987,"Decawave DW-8",0.951012,1,12,0x0CB4,0x0CB4,1,"618881F2F00200010000B40C"
398,239024064,239023661,239247762,324.196589,324.500545,129,0.000000,-938.258725,"Decawave DW-8",0.024004,1,2,0x575F,0x0000,0,"5F57"
399,239777952,239777600,240107554,325.219184,325.666713,133,0.000000,-519.259496,"Decawave DW-8",0.031494,1,124,0xAF53,0x32FA,0,"46E1114CD5639AC86A9430C0545E136842E1851F3BE1A3D61C00A6094A8BE1A8A74003D148628C54BFB7750314426782C2C8E91319216AB8E668DC3B3244A99DC040258650068A908815B61DAB75BDCCA6464504944EFDC3785C4AC00842029DC020EBAAFFEBB27123039A242390A36DA1E8E1BD186ACB89C14953AF"
400,240161760,240161323,240398270,325.739642,326.061022,126,0.000000,-3031.731353,"Decawave DW-8",0.027288,1,19,0x312A,0x7087,0,"A914D1B2D85E8649125224EEC7124C5CA82A31"
401,240357664,240359916,240591577,326.009001,326.323211,262,0.000000,-1662.020741,"Decawave DW-8",0.951302,1,12,0x90BA,0x90BA,1,"618886F2F00200010000BA90"
402,240745888,240748140,240979801,326.535563,326.849773,262,0.000000,-1662.020673,"Decawave DW-8",0.951303,1,12,0x90BA,0x90BA,1,"618886F2F00200010000BA90"
403,241134112,241136364,241368025,327.062126,327.376336,262,0.000000,-1691.181524,"Decawave DW-8",0.950928,1,12,0x1105,0x1105,1,"618887F2F002000100000511"
404,241522336,241524588,241756249,327.588688,327.902898,262,0.000000,-1671.718500,"Decawave DW-8",0.950542,1,12,0xA0B7,0xA0B7,1,"618888F2F00200010000B7A0"
405,241861792,241864044,242095705,328.049105,328.363315,262,0.000000,-1661.206135,"Decawave DW-8",0.951711,1,12,0x2108,0x2108,1,"618889F2F002000100000821"
406,242250016,242252267,242483928,328.575666,328.889876,262,-0.000000,-1694.942903,"Decawave DW-8",0.951260,1,12,0xABD8,0xABD8,1,"61888AF2F00200010000D8AB"
407,243019712,243021964,243253625,329.619634,329.933845,262,0.000000,-1677.873513,"Decawave DW-8",0.950640,1,12,0xB669,0xB669,1,"61888CF2F0020001000069B6"
408,243407936,243410188,243641849,330.146197,330.460407,262,0.000000,-1680.139094,"Decawave DW-8",0.951402,1,12,0x37D6,0x37D6,1,"61888DF2F00200010000D637"
409,244701120,244700718,244950906,331.896590,332.235929,129,-0.000000,107.675950,"Decawave DW-8",0.028037,0,91,0x0000,0x0000,0,""
410,245838784,245841036,246072697,333.443245,333.757456,262,0.000000,-1701.186826,"Decawave DW-8",0.950485,1,12,0xCBC2,0xCBC2,1,"618896F2F00200010000C2CB"
411,246160768,246163020,246394681,333.879964,334.194175,262,0.000000,-1701.186793,"Decawave DW-8",0.950485,1,12,0xCBC2,0xCBC2,1,"618896F2F00200010000C2CB"
412,246451456,246453708,246685369,334.274235,334.588445,262,0.000000,-1701.186914,"Decawave DW-8",0.950484,1,12,0xCBC2,0xCBC2,1,"618896F2F00200010000C2CB"
413,246839680,246841932,247073593,334.800798,335.115008,262,0.000000,-1701.186871,"Decawave DW-8",0.950485,1,12,0xCBC2,0xCBC2,1,"618896F2F00200010000C2CB"
414,247276672,247276484,247517966,335.390196,335.717727,227,-0.000000,-1873.618400,"Decawave DW-8",0.031213,1,25,0xA204,0xAD15,0,"60339634A65DF268F23617200AC4E84438E780A24D1C8504A2"
415,247567360,247569612,247801273,335.787777,336.101987,262,0.000000,-1652.047898,"Decawave DW-8",0.951031,1,12,0xFBCF,0xFBCF,1,"618898F2F00200010000CFFB"
416,248123936,248126188,248357849,336.542681,336.856892,262,0.000000,-1650.256885,"Decawave DW-8",0.951082,1,12,0xF0A0,0xF0A0,1,"61889AF2F00200010000A0F0"
417,248774048,248773860,249024048,337.421143,337.760482,249,-0.000000,-1275.838833,"Decawave DW-8",0.034394,0,113,0x0000,0x0000,0,""
418,249452960,249455212,249686873,338.345285,338.659496,262,0.000000,-1680.441304,"Decawave DW-8",0.951286,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
419,251892064,251894316,252125977,341.653532,341.967742,262,0.000000,-1677.240405,"Decawave DW-8",0.950826,1,12,0x2D25,0x2D25,1,"6188A4F2F00200010000252D"
420,252108256,252110508,252342169,341.946761,342.260971,262,0.000000,-1677.240395,"Decawave DW-8",0.950826,1,12,0x2D25,0x2D25,1,"6188A4F2F00200010000252D"
421,253035424,253035322,253285510,343.201120,343.540460,118,0.000000,-3856.536534,"Decawave DW-8",0.017249,0,83,0x0000,0x0000,0,""
422,253414592,253416844,253648505,343.718593,344.032803,262,0.000000,-1675.590273,"Decawave DW-8",0.950760,1,12,0x1D28,0x1D28,1,"6188AAF2F00200010000281D"
423,253784416,253784010,254058025,344.216593,344.588250,129,0.000000,-2992.593203,"Decawave DW-8",0.021033,1,62,0x13E0,0x9C41,0,"183443AE643F007343C76D0F10AA8918EDD6FFF4A4F1149F6D7346D22198B2801EA0549D08F904B066961D381211F07F312A9999598AB34923654722E013"
424,254528384,254528196,254806744,345.225960,345.603765,146,0.000000,-3379.558228,"Decawave DW-8",0.039965,1,68,0xD688,0xC42D,0,"233C7513EC473B9592B92B04980A54DF2E522EB5C82FAE0341609505438A8E2A2AA0EBE41B4277CDBD80F58539A3A3B6CB7C541A30A25E98F12D0C039FEC572969BB88D6"
425,255109760,255112012,255343673,346.017811,346.332022,262,0.000000,-1666.753747,"Decawave DW-8",0.950339,1,12,0x0099,0x0099,1,"6188ACF2F002000100009900"
426,255298304,255297892,255605175,346.269927,346.686707,129,-0.000000,-2410.529238,"Decawave DW-8",0.034299,1,100,0xE4CA,0x24D7,0,"6E9620D8485E4BFE70020500A2EA8C339FA7CA4616140622D47EDCE37311441A1C139BF54916C9CEA99F508110358A8E6BC248B81F62107239E0DA68FA4D6421EA5D34DF452F9A16107A55503C9F711273401EE76A8B5D44E6199901A49915CBC82ECAE4"
427,256802208,256802020,257052208,348.310031,348.649371,142,0.000000,-3062.130525,"Decawave DW-8",0.026672,0,47,0x0000,0x0000,0,""
428,257569120,257571371,257803032,349.353531,349.667741,262,-0.000000,-1688.643546,"Decawave DW-8",0.950411,1,12,0xEA53,0xEA53,1,"6188B3F2F0020001000053EA"
429,258340000,258339911,258590099,350.395930,350.735269,110,-0.000000,-3502.250378,"Decawave DW-8",0.039819,0,119,0x0000,0x0000,0,""
430,259091680,259091600,259341788,351.415473,351.754812,117,0.000000,-3225.059940,"Decawave DW-8",0.031241,0,21,0x0000,0x0000,0,""
431,259461472,259461067,259695762,351.916595,352.234920,129,0.000000,-3406.125790,"Decawave DW-8",0.044072,1,16,0x24C6,0x1AF1,0,"BC1A068A15B05673E4B0C4D7CD0EC624"
432,259796960,259799212,260030873,352.375233,352.689444,262,0.000000,-1656.859883,"Decawave DW-8",0.951105,1,12,0xCC80,0xCC80,1,"6188B9F2F0020001000080CC"
433,260087648,260089900,260321561,352.769504,353.083714,262,0.000000,-1656.859759,"Decawave DW-8",0.951106,1,12,0xCC80,0xCC80,1,"6188B9F2F0020001000080CC"
434,260427104,260429356,260661017,353.229921,353.544131,262,0.000000,-1649.354044,"Decawave DW-8",0.951465,1,12,0x4650,0x4650,1,"6188BAF2F002000100005046"
435,260815328,260817580,261049241,353.756483,354.070694,262,0.000000,-1672.060963,"Decawave DW-8",0.951159,1,12,0xC7EF,0xC7EF,1,"6188BBF2F00200010000EFC7"
436,261343104,261345356,261577017,354.472325,354.786536,262,0.000000,-1671.160225,"Decawave DW-8",0.951273,1,12,0x508E,0x508E,1,"6188BEF2F002000100008E50"
437,263246176,263248428,263480089,357.053532,357.367742,262,0.000000,-1661.784972,"Decawave DW-8",0.950846,1,12,0x622A,0x622A,1,"6188C3F2F002000100002A62"
